1,Tissue,Repository,Voucher Number,NumberSpecimens,Genus/highertaxon,species,,,,modifier,Old_ID,seq'd?,Tissue used up in extraction?,Loc_label,Locality,Locality2,Notes,Tissue,lat,long,depth,depth2,date,collector,preservative,sample number,Collection method
336,MOLAF_0335,NMV,F146586,,Paelopatides,quadridens,,,,,,not_seq,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
337,MOLAF_0336,NMV,F146588,,Paelopatides,quadridens,,,,,,not_seq,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
338,MOLAF_0337,NMV,F146589,,Paleopatides,quadridens,,,,,,COI,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
339,MOLAF_0338,NMV,F146590,,Paleopatides,quadridens,,,,,,COI,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
340,MOLAF_0339,NMV,F146592,,Paleopatides,quadridens,,,,,,COI,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
341,MOLAF_0340,NMV,F149732,,Molpadiodemas,involutus,,,,,,COI,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
342,MOLAF_0341,NMV,F149722,,Bathyplotes,monoculus,,,,,,COI,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
343,MOLAF_0342,NMV,F149724,,Mesothuria,marginata,,,,,,not_seq,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
344,MOLAF_0343,NMV,F146583,,Bathyherpystikes,punctatus,,,,,,COI,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
345,MOLAF_0344,NMV,F146584,,Bathyherpystikes,punctatus,,,,,,COI,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
346,MOLAF_0345,NMV,F146593,,Synallactes,reticulatus,,,,,,COI,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
347,MOLAF_0346,NMV,F150794,,Synallactes,challengeri,,,,,,not_seq,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
348,MOLAF_0347,NMV,F149755,,Mesothuria,abbreviata,,,,,,COI,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
349,MOLAF_0348,NMV,F150787,,Mesothuria,abbreviata,,,,,,COI,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
350,MOLAF_0349,NMV,F150797,,Mesothuria,regularia,,,,,,16S_only,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
351,MOLAF_0350,NMV,F150800,,Mesothuria,regularia,,,,,,COI,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
352,MOLAF_0351,NMV,F150786,,Mesothuria,oktaknemus,,,,,,COI,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
353,MOLAF_0352,NMV,F150780,,Mesothuria,marginata,,,,,,COI,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
354,MOLAF_0353,NMV,F151823,,Mesothuria,marginata,,,,,,COI,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
355,MOLAF_0354,NMV,F149752,,Mesothuria,marginata,,,,,,COI,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
356,MOLAF_0355,NMV,F150793,,Mesothuria,marginata,,,,,,not_seq,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
357,MOLAF_0356,NMV,F149756,,Mesothuria,n_sp_2,,,,,,not_seq,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
358,MOLAF_0357,NMV,F146587,,Bathyplotes,rubicundus,,,,,,COI,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
359,MOLAF_0358,NMV,F149736,,Bathyherpystikes,punctatus,,,,,,COI,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
360,MOLAF_0359,NMV,F150788,,Bathyherpystikes,punctatus,,,,,,COI,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
361,MOLAF_0360,NMV,F150774,,Bathyherpystikes,punctatus,,,,,,COI,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
362,MOLAF_0361,NMV,F150779,,Bathyherpystikes,punctatus,,,,,,COI,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
363,MOLAF_0362,NMV,F150792,,Bathyplotes,monoculus,,,,,,COI,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
364,MOLAF_0363,NMV,F149751,,Bathyplotes,monoculus,,,,,,COI,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
365,MOLAF_0364,NMV,F149750,,Bathyplotes,monoculus,,,,,,COI,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
366,MOLAF_0365,NMV,F150777,,Bathyplotes,monoculus,,,,,,COI,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
367,MOLAF_0366,NMV,F150785,,Molpadiodemas,involutus,,,,,,COI,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
368,MOLAF_0367,NMV,F149754,,Pseudostichopus,hyalegerus,,,,,,COI,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
369,MOLAF_0368,NMV,F150789,,Pseudostichopus,peripatus,,,,,,COI,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
370,MOLAF_0369,NMV,F146596,,Paelopatides,aspera,,,,,,COI,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
371,MOLAF_0370,NMV,F146597,,Paelopatides,aspera,,,,,,not_seq,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
372,MOLAF_0371,NMV,F150804,,aspidochirotid,n_sp_1,,,,,,not_seq,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
373,MOLAF_0372,NMV,F146594,,Orphnurgus,glaber,,,,,,COI,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
374,MOLAF_0373,NMV,F146595,,Orphnurgus,glaber,,,,,,COI,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
375,MOLAF_0374,NMV,F150778,,Orphnurgus,glaber,,,,,,COI,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
376,MOLAF_0375,NMV,F150798,,Benthogone,fragilis,,,,,,COI,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
377,MOLAF_0376,NMV,F146598,,Benthogone,abstrusa,,,,,,COI,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
378,MOLAF_0377,NMV,F146599,,Benthogone,abstrusa,,,,,,16S_only,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
379,MOLAF_0378,NMV,F146605,,Benthogone,abstrusa,,,,,,not_seq,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
380,MOLAF_0379,NMV,F149735,,Benthogone,abstrusa,,,,,,not_seq,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
381,MOLAF_0380,NMV,F146604,,Benthodytes,sanguinolenta,,,,,,COI,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
382,MOLAF_0381,NMV,F149726,,Benthodytes,sanguinolenta,,,,,,COI,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
383,MOLAF_0382,NMV,F150790,,Benthodytes,sanguinolenta,,,,,,COI,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
384,MOLAF_0383,NMV,F146602,,Laetmogone,maculata,,,,,,COI,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
385,MOLAF_0384,NMV,F146603,,Laetmogone,maculata,,,,,,COI,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
386,MOLAF_0385,NMV,F150775,,Laetmogone,maculata,,,,,,COI,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
387,MOLAF_0386,NMV,F150782,,Laetmogone,maculata,,,,,,COI,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
388,MOLAF_0387,NMV,F150803,,Laetmogone,maculata,,,,,,COI,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
389,MOLAF_0388,NMV,F149727,,Laetmogone,fimbriata,,,,,,COI,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
390,MOLAF_0389,NMV,F150772,,Laetmogone,fimbriata,,,,,,COI,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
391,MOLAF_0390,NMV,F150784,,Laetmogone,violacea,,,,,,COI,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
392,MOLAF_0391,NMV,F149734,,Enypniastes,eximia,,,,,,COI,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
393,MOLAF_0392,NMV,F150773,,Enypniastes,eximia,,,,,,16S_only,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
394,MOLAF_0393,NMV,F150783,,Peniagone,affinis,,,,cf,,COI,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
395,MOLAF_0394,NMV,F150795,,Plesiocolochirus,australis,,,,,,COI,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
396,MOLAF_0395,NMV,F150805,,Plesiocolochirus,australis,,,,,,COI,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
397,MOLAF_0396,NMV,F149737,,Colochirus,quadrangularis,,,,,,COI,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
398,MOLAF_0397,NMV,F149738,,Colochirus,quadrangularis,,,,,,COI,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
399,MOLAF_0398,NMV,F149742,,Colochirus,quadrangularis,,,,,,COI,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
400,MOLAF_0399,NMV,F149749,,Staurocucumis,nocturna,,,,,,COI,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
401,MOLAF_0400,NMV,F151833,,Staurocucumis,nocturna,,,,,,COI,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
402,MOLAF_0401,NMV,F150801,,Phyllophorus,kohkutiensis,,,,,,COI,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
403,MOLAF_0402,NMV,F150802,,Thyone,papuensis,,,,,,16S_only,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
404,MOLAF_0403,NMV,F151829,,Havelockia,fastigata,,,,,,COI,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
405,MOLAF_0404,NMV,F151830,,Havelockia,fastigata,,,,,,COI,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
406,MOLAF_0405,NMV,F151839,,Holothuria,nsp,,,,,,COI,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
407,MOLAF_0406,NMV,F151825,6,Ypsilothuria,bitentaculata,,,,,,COI,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
408,MOLAF_0407,NMV,F151825,6,Ypsilothuria,bitentaculata,,,,,,not_seq,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
409,MOLAF_0408,NMV,F149748,,Euthyonidiella,,,,,,,COI,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
410,MOLAF_0409,NMV,F151822,,Stolus,,,,,,,COI,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
411,MOLAF_0410,NMV,F150806,,Neothyonidium,,,,,,,COI,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
412,MOLAF_0411,NMV,F151827,,Neothyonidium,,,,,,,COI,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
413,MOLAF_0412,NMV,F149747,,Aphelodactyla,molpadioides,,,,,,COI,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
414,MOLAF_0413,NMV,F150791,,Trochostoma,lenticulum,,,,,,COI,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
415,MOLAF_0414,NMV,F149746,,Molpadia,,,,,,,COI,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
416,MOLAF_0415,NMV,F149743,,Molpadia,musculus ,,,,,,not_seq,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
417,MOLAF_0416,NMV,F149744,,Molpadia,musculus ,,,,,,16S_only,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
418,MOLAF_0417,NMV,F149745,,Molpadia,musculus ,,,,,,COI,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
419,MOLAF_0418,NMV,F149739,,Molpadia,musculus ,,,,,,not_seq,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
420,MOLAF_0419,NMV,F149740,,Molpadia,musculus ,,,,,,COI,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
421,MOLAF_0420,NMV,F112156,,Psolidium,parmatus,,,,,,COI,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
422,MOLAF_0421,NMV,F151836,,Psolidium,parmatus,,,,,,COI,,NWAus,Southern Surveyor on Cruise SS 05/07 in June/July 2007 from the shelf and upper slope off NW Australia,,,,,,,,,,,,
423,MOLAF_0422,WAM,Z37468,5,Psolidium,spinuliferus,,,,,,COI,,NWAus,Shallow Western Australian Museum specimens.,,,,,,,,,,,,
424,MOLAF_0423,WAM,Z37468,5,Psolidium,spinuliferus,,,,,,COI,,NWAus,Shallow Western Australian Museum specimens.,,,,,,,,,,,,
425,MOLAF_0424,WAM,Z37468,5,Psolidium,spinuliferus,,,,,,COI,,NWAus,Shallow Western Australian Museum specimens.,,,,,,,,,,,,
426,MOLAF_0425,NMV,F151845,,Lipotrapeza,vestiens,,,,,,COI,,Victoria,"rocky and soft sediment shallows of the coast of Victoria, Australia",,dark,,,,,,,,,,
427,MOLAF_0426,NMV,F151845,,Lipotrapeza,vestiens,,,,,,COI,,Victoria,"rocky and soft sediment shallows of the coast of Victoria, Australia",,pale,,,,,,,,,,
428,MOLAF_0427,NMV,F151845,,Lipotrapeza,vestiens,,,,,,COI,,Victoria,"rocky and soft sediment shallows of the coast of Victoria, Australia",,smallest,,,,,,,,,,
429,MOLAF_0428,NMV,F151845,,Lipotrapeza,vestiens,,,,,,not_seq,,Victoria,"rocky and soft sediment shallows of the coast of Victoria, Australia",,small,,,,,,,,,,
430,MOLAF_0429,NMV,F151847,,Thyone,okeni,,,,cf,,COI,,Victoria,"rocky and soft sediment shallows of the coast of Victoria, Australia",,,,,,,,,,,,
431,MOLAF_0430,NMV,F151840,,Plesiocolochirus,ignava,,,,,,COI,,Victoria,"rocky and soft sediment shallows of the coast of Victoria, Australia",,with red,,,,,,,,,,
432,MOLAF_0431,NMV,F151840,,Plesiocolochirus,ignava,,,,,,COI,,Victoria,"rocky and soft sediment shallows of the coast of Victoria, Australia",,with very little red,,,,,,,,,,
433,MOLAF_0432,NMV,F151841,,Neoamphicyclus,materiae,,,,,,COI,,Victoria,"rocky and soft sediment shallows of the coast of Victoria, Australia",,,,,,,,,,,,
434,MOLAF_0433,NMV,F151841,,Neoamphicyclus,materiae,,,,,,COI,,Victoria,"rocky and soft sediment shallows of the coast of Victoria, Australia",,,,,,,,,,,,
435,MOLAF_0434,NMV,F151843,,Staurothyone,inconspicua,,,,,,COI,,Victoria,"rocky and soft sediment shallows of the coast of Victoria, Australia",,Reddish-brown,,,,,,,,,,
436,MOLAF_0435,NMV,F151843,,Staurothyone,inconspicua,,,,,,COI,,Victoria,"rocky and soft sediment shallows of the coast of Victoria, Australia",,Brown-black,,,,,,,,,,
437,MOLAF_0436,NMV,F151843,,Staurothyone,inconspicua,,,,,,COI,,Victoria,"rocky and soft sediment shallows of the coast of Victoria, Australia",,Black-brown,,,,,,,,,,
438,MOLAF_0437,NMV,F151842,,Squamocnus,aureoruber,,,,,,COI,,Victoria,"rocky and soft sediment shallows of the coast of Victoria, Australia",,,,,,,,,,,,
439,MOLAF_0438,NMV,F151842,,Squamocnus,aureoruber,,,,,,COI,,Victoria,"rocky and soft sediment shallows of the coast of Victoria, Australia",,,,,,,,,,,,
440,MOLAF_0439,NMV,F151842,,Squamocnus,aureoruber,,,,,,COI,,Victoria,"rocky and soft sediment shallows of the coast of Victoria, Australia",,,,,,,,,,,,
441,MOLAF_0440,NMV,F151842,,Squamocnus,aureoruber,,,,,,COI,,Victoria,"rocky and soft sediment shallows of the coast of Victoria, Australia",,,,,,,,,,,,
442,MOLAF_0441,NMV,F125379,,Psolidium,ravum,,,,,,COI,,Victoria,"rocky and soft sediment shallows of the coast of Victoria, Australia",,,,,,,,,,,,
443,MOLAF_0442,SAM,K2174,,Psolidium,granuliferum,,,,,,COI,,Victoria,"rocky and soft sediment shallows of the coast of Victoria, Australia",,,,,,,,,,,,
444,MOLAF_0443,WAM,Z31165,,Psolidium,marshae,,,,,,not_seq,,Victoria,"rocky and soft sediment shallows of the coast of Victoria, Australia",,,,,,,,,,,,
445,MOLAF_0444,SAM,K2173,,Psolidium,marshae,,,,,,not_seq,,Victoria,"rocky and soft sediment shallows of the coast of Victoria, Australia",,,,,,,,,,,,
446,MOLAF_0445,SAM,K2179,,Psolidium,laperousazi,,,,,,COI,,Victoria,"rocky and soft sediment shallows of the coast of Victoria, Australia",,,,,,,,,,,,
447,MOLAF_0446,NMV,F151844,,Neoamphicyclus,mutans,,,,,,COI,,Victoria,"rocky and soft sediment shallows of the coast of Victoria, Australia",,,,,,,,,,,,
448,MOLAF_0447,NMV,F151844,,Neoamphicyclus,mutans,,,,,,COI,,Victoria,"rocky and soft sediment shallows of the coast of Victoria, Australia",,,,,,,,,,,,
449,MOLAF_0448,NMV,F126871,,Pentocnus,bursatus,,,,,,COI,,Victoria,"rocky and soft sediment shallows of the coast of Victoria, Australia",,,,,,,,,,,,
450,MOLAF_0449,NMV,F126871,,Pentocnus,bursatus,,,,,,COI,,Victoria,"rocky and soft sediment shallows of the coast of Victoria, Australia",,,,,,,,,,,,
451,MOLAF_0450,NMV,F126892,,Plesiocolochirus,ignava,,,,,,COI,,Victoria,"rocky and soft sediment shallows of the coast of Victoria, Australia",,Merricks,,,,,,,,,,
452,MOLAF_0451,NMV,F126892,,Plesiocolochirus,ignava,,,,,,COI,,Victoria,"rocky and soft sediment shallows of the coast of Victoria, Australia",,Merricks,,,,,,,,,,
453,MOLAF_0452,NMV,F126892,,Plesiocolochirus,ignava,,,,,,COI,,Victoria,"rocky and soft sediment shallows of the coast of Victoria, Australia",,Merricks,,,,,,,,,,
454,MOLAF_0453,NMV,F125377,,Plesiocolochirus,ignava,,,,,,COI,,Victoria,"rocky and soft sediment shallows of the coast of Victoria, Australia",,,,,,,,,,,,
455,MOLAF_0454,NMV,F125376,,Plesiocolochirus,ignava,,,,,,COI,,Victoria,"rocky and soft sediment shallows of the coast of Victoria, Australia",,,,,,,,,,,,
456,MOLAF_0455,NMV,F125368,,Plesiocolochirus,ignava,,,,,,COI,,Victoria,"rocky and soft sediment shallows of the coast of Victoria, Australia",,,,,,,,,,,,
457,MOLAF_0456,NMV,F110511,,Trachythyone,candida,,,,,,COI,,Victoria,"rocky and soft sediment shallows of the coast of Victoria, Australia",,,,,,,,,,,,
458,MOLAF_0457,NMV,F110511,,Trachythyone,candida,,,,,,COI,,Victoria,"rocky and soft sediment shallows of the coast of Victoria, Australia",,,,,,,,,,,,
459,MOLAF_0458,NMV,F121909,,Taeniogyrus,roebucki,,,,,,COI,,Victoria,"rocky and soft sediment shallows of the coast of Victoria, Australia",,,,,,,,,,,,
460,MOLAF_0459,NMV,F126877,,Taeniogyrus,roebucki,,,,,,COI,,Victoria,"rocky and soft sediment shallows of the coast of Victoria, Australia",,,,,,,,,,,,
461,MOLAF_0460,NMV,F121910,,Taeniogyrus,roebucki,,,,,,COI,,Victoria,"rocky and soft sediment shallows of the coast of Victoria, Australia",,,,,,,,,,,,
462,MOLAF_0461,NMV,F125372,,Trochodota,epiphyka,,,,,,16S_only,,Victoria,"rocky and soft sediment shallows of the coast of Victoria, Australia",,,,,,,,,,,,
463,MOLAF_0462,NMV,F125373,,Trochodota,epiphyka,,,,,,not_seq,,Victoria,"rocky and soft sediment shallows of the coast of Victoria, Australia",,,,,,,,,,,,
464,MOLAF_0463,NMV,F125374,,Trochodota,epiphyka,,,,,,not_seq,,Victoria,"rocky and soft sediment shallows of the coast of Victoria, Australia",,,,,,,,,,,,
465,MOLAF_0464,NMV,F157396,,Paracaudina,australis,,,,,,16S_only,,Victoria,"rocky and soft sediment shallows of the coast of Victoria, Australia",,,,,,,,,,,,
466,MOLAF_0465,NMV,F151853,,Paracaudina,n_sp,,,,,,COI,,Victoria,"rocky and soft sediment shallows of the coast of Victoria, Australia",,,,,,,,,,,,
467,MOLAF_0466,NMV,F151852,,Psolidiella,hickmani,,,,,,COI,,Victoria,"rocky and soft sediment shallows of the coast of Victoria, Australia",,,,,,,,,,,,
468,MOLAF_0467,NMV,F151856,,Psolidiella,hickmani,,,,,,COI,,Victoria,"rocky and soft sediment shallows of the coast of Victoria, Australia",,,,,,,,,,,,
469,MOLAF_0468,NMV,F151848,,Thyone,okeni,,,,cf,,not_seq,,Victoria,"rocky and soft sediment shallows of the coast of Victoria, Australia",,,,,,,,,,,,
470,MOLAF_0469,NMV,F151855,,Thyone,nigra,,,,cf,,COI,,Victoria,"rocky and soft sediment shallows of the coast of Victoria, Australia",,,,,,,,,,,,
471,MOLAF_0470,NMV,F151849,,Chiridota,gigas,,,,,,not_seq,,Victoria,"rocky and soft sediment shallows of the coast of Victoria, Australia",,,,,,,,,,,,
472,MOLAF_0471,NMV,F157401,,Cucuvitrum,rowei,,,,,,not_seq,,Victoria,"rocky and soft sediment shallows of the coast of Victoria, Australia",,,,,,,,,,,,
473,MOLAF_0472,NMV,F157402,,Lipotrapeza,sp,,,,,,not_seq,,Victoria,"rocky and soft sediment shallows of the coast of Victoria, Australia",,,,,,,,,,,,
474,MOLAF_0473,NMV,F157403,,Lipotrapeza,sp,,,,,,not_seq,,Victoria,"rocky and soft sediment shallows of the coast of Victoria, Australia",,,,,,,,,,,,
475,MOLAF_0474,NMV,F157404,,Taeniogyrus,roebucki,,,,,,not_seq,,Victoria,"rocky and soft sediment shallows of the coast of Victoria, Australia",,,,,,,,,,,,
476,MOLAF_0475,NMV,F157405,,Psolidiella,hickmani,,,,,,not_seq,,Victoria,"rocky and soft sediment shallows of the coast of Victoria, Australia",,,,,,,,,,,,
477,MOLAF_0476,NMV,F157406,,Lipotrapeza,vestiens,,,,,,not_seq,,Victoria,"rocky and soft sediment shallows of the coast of Victoria, Australia",,,,,,,,,,,,
478,MOLAF_0477,NMV,F157407,,Pentocnus,bursatus,,,,,,not_seq,,Victoria,"rocky and soft sediment shallows of the coast of Victoria, Australia",,,,,,,,,,,,
